"id","description","allocation","agency_id","ministry_id","date_commissioned","location_type","location_id","status_id","type_id","user_id"
5319,"ICT TRAINING AND EMPOWERMENT PROGRAMME FOR YOUTHS IN AWE /DOMA
/ KEANA, FEDERAL CONSTITUENCY,
NASARAWA STATE.",50000000,31,36,1/1/2018,localGovernment,514,5,2,1
5320,"VOCATIONAL TRAINING FOR WOMEN AND YOUTHS IN EGBADO SOUTH/IPOKA FEDERAL CONSTITUENCY, OGUN STATE.",42000000,29,244,2017-01-01,localGovernment,561,5,2,1
5321,STRATEGIC EMPOWERMENT FOR WOMEN AND YOUTH ON AGRICULTURAL PRODUCE FOR SELF-RELIANCE AND EXPORT IN IREPODUN / OLORUNDA/OROLU/ OSOGBO (OSUN STATE),50000000,5,230,2017-01-01,localGovernment,588,5,2,1
5322,"CONSTRUCTION OF THREE (3) CLASSROOM BLOCK IN CAMP 2, AGBOKIM WATER RESOURCESFALLS, ETUNG LGA, CROSS RIVER STATE.",15000000,28,231,2017-01-01,localGovernment,183,1,2,1
5323,"DRAINAGE AND EROSION CONTROL AT IBIANGA VILLAGE, ORUK ANAM LGA, AKWA-IBOM STATE",50000000,28,231,2015-01-01,localGovernment,65,1,2,1
5324,"CONSTRUCTION AND ASPHALTING OF 1.64KM INTERNAL ROAD NETWORK AT SURULERE STREET /OKE-IBUKUN, ISINLA COMMUNITY,TEXILE AREA, ADO EKITI, ADO/IREPODUN/IFELODUN FEDERAL CONSTITUENCY, EKITI STATE.","64,777,000",23,312,01/06/2019,localGovernment,236,5,2,1
5325,"COMPLETION OF ON-GOING UPGRADE OF THE CASSAVA COTTAGE INDUSTRY AT AMUNE NKPNO IN OHAFIA LGA, ABIA STATE",5000000,26,270,2015-01-01,localGovernment,10,1,2,1
5326,"FINANCIAL GRANT TO BOKI, IKOM, YAKUR, ABI, OBUBRA AND ETUNG LGA OF CROSS RIVER CENTRAL SENATORIAL DISTRICT.",69000000,3,2,2018-01-01,localGovernment,183,5,2,1
5327,"""CONSTRUCTION OF FOUR KILOMETER ROAD AT IMEKO, IMEKO
â€“AFON LGA AND PROVISION OF 20 POLES SOLAR STREET LIGHTS (EACH) TO OJA-ODAN AND IMASHAI IN EGBADO NORTH LGA, OGUN STATE""",65000000,23,252,2016-01-01,localGovernment,551,6,2,1
5328,"""IHUIBE -IHUEZOKE OKPANKU
EROSION CONTROL PROJECT, ANINRI L.G.A""",30000000,28,232,2015-01-01,localGovernment,265,1,2,1
5329,"CONSTRUCTION OF CONCRETE BRIDGE AND DRAINAGE NETWORK AT EBENEKEN CLOSE IN YENAGOA MAIN TOWN OF BAYELSA LGA, BAYELSA STATE.",20000000,28,392,2019-06-01,localGovernment,118,5,2,1
5330,"EMPOWERMENT FOR WOMEN AND YOUTHS AT NDIOWERRI IN ORLU/ORSU/ORU EAST FEDERAL CONSTITUENCY, IMO STATE",10000000,5,243,01/06/2019,localGovernment,300,5,2,1
5331,PROVISION OF INFRASTRUCTURE TO APO/GARKI RESETTLEMENT SCHEME APO DISTRICT ABUJA,150000000,28,311,2016-01-01,localGovernment,764,4,2,1
5332,"CONSTRUCTION OF MANGUN â€“ MWAR ROAD IN MANGU L.G.A, PLATEAU STATE.",35000000,23,252,,localGovernment,660,1,2,1
5333,"ELECTRIFICATION OF TAZEYIN, TAWARI - ACHARA - OSUKU KOGI FEDERAL CONSTITUENCY, KOGI STATE",30000000,22,248,,localGovernment,464,1,2,1
5334,"TRAINING PROGRAMMES: PIPELINE WELDING, COMPUTER SKILL ACQUISITION, TAILORING, METAL FABRICATION, SHOE-MAKING, SOAP-MAKING, CATERING & LEATHER-MAKING IN ASARI-TORU/AKUKU-TORU FEDERAL CONSTITUENCY, RIVERS STATE",24000000,3,122,2017-01-01,localGovernment,670,5,2,1
5335,"""SUPPLY AND DISTIRBUTION OF FERTILIZER IN ZURU/FAKAI/SAKABA
L.G.A OF KEBBI STATE""",55000000,28,284,2015-01-01,localGovernment,441,1,1,1
5336,"COMPLETION OF GBAGYI TOWN HALL IN
CHIKUN LGA, KADUNA STATE",23000000,30,246,1/1/2018,localGovernment,332,5,2,1
5337,PROVISION OF SCHOOL DESKS AND CHAIRS FOR SCHOOLS IN SOUTHERN IJAW LGA. BAYELSA STATE.,53250000,10,338,2018-01-01,localGovernment,117,5,2,1
5338,"ENUGU WEST WATER FOR ALL PROGRAMME. ANNUAL DIRECT ACTION IN COLLABORATION WITH 5 LOCAL GOVERNMENTS TO PROVIDE SOLAR BOREHOLES WATER IN MANY COMMUNITIES, ENUGU STATE.",15000000,23,28,2017-01-01,localGovernment,259,5,2,1
5339,"PROVISION OF SOLAR POWERED STREET LIGHT TO SUPPORT THE PRIMARY HEALTH CENTRES AT IFO LGA, OGUN CENRAL SENATORIAL DISTRICT, OGUN STATE",37000000,4,75,2016-01-01,localGovernment,554,6,2,1
5340,COMPLETION OF COMMUNITY LIBRARY AT ISOKUN IN ILESA WEST LOCAL GOVT. ILESA. OSUN STATE,5000000,10,173,,localGovernment,606,1,2,1
5341,"SUPPLY AND INSTALLATION OF 4 NOS 300KVA TRANSFORMER AT OTITE, OSARA, OZIOKUTU AND INOZIOMI IN ADAVI/OKEHI FEDERAL CONSTITUENCY, KOGI STATE",12000000,22,248,,localGovernment,454,1,2,1
5342,"SUPPLY OF TWO (2)  BRAND NEW COMMUTER TOYOTA BUSES (NORMAL ROOF) AND HUNDRED (100) MOTORCYCLES TO EHIME MBANO, IHITTE- UBOMA AND OBOWO FEDERAL CONSTITUENCY, IMO STATE",35000000,29,239,2016-01-01,localGovernment,281,1,2,1
5343,YOUTHS AND WOMEN EMPOWERMENT PROGRAMME IN UGHELLI NORTH/ UGHELLI SOUTH/ UDU FEDERAL CONSTITUENCY OF DELTA STATE.,30000000,1,2,,localGovernment,199,1,1,1
5344,STRATEGIC EMPOWERMENT FOR WOMEN AND YOUTH ON AGRICULTURAL PRODUCE FOR SELF-RELIANCE AND EXPORT IN IREPODUN / OLORUNDA/OROLU/ OSOGBO (OSUN STATE),50000000,5,321,2017-01-01,localGovernment,588,5,2,1
5345,"SUPPLY OF FERTILIZER FOR KOGI WEST SENATORIAL DISTRICT, KOGI STATE.",4728000,35,316,2017-01-01,localGovernment,788,1,2,1
5346,"RENOVATION AND PROVISION OF CLASSROOM FURNITURE CENTRAL PRIMARY SCHOOL LAPAI IN LAPAI LGA, NIGER STATE",6000000,28,311,1/1/2018,localGovernment,534,5,2,1
5347,"ENTERPRENURAL DEVELOPMENT AND EMPOWERMENT PROGRAMME IN ATAKUMOSA/ ILESA EAST & WEST LOCAL
GOVT, OSUN STATE.",18000000,29,244,1/1/2018,localGovernment,605,5,2,1
5348,"COMPLETION OF HEALTHCARE CENTRE AT
UGIRI-IKE, IKEDURU LGA, IMO STATE.",8000000,4,1,1/1/2018,localGovernment,286,5,2,1
5349,"CONSTRUCTION OF 1KM OLILAH ROAD,OTUO,OWAN EAST LGA WITH ASPALT OVERLAY,EDO STATE",30000000,23,1,2016-01-01,localGovernment,221,5,2,1
5350,"TRAINING AND EMPOWERMENT OF TOUTH IN GOMBE/ KWAME/FUNAKAYE FEDERAL CONSTITUENCY, GOMBE STATE",40000000,18,342,2017-01-01,localGovernment,1,5,2,1
5351,"PROVISION OF POVERTY ALLEVIATION MATERIALS/EQUIVALENT TO CONSTITUENTS OF IBADAN NORTH EAST/ SOUTH EAST FEDERAL CONSTITUENCY, OYO STATE",37000000,18,45,2018-01-01,localGovernment,796,5,2,1
5352,"COMPLETION OF 9NOS 2CLASSROOM BLOCKS WITH FURNITURE IN GOMBE CENTRAL SENATORIAL DISTRICT, GOMBE STATE.",35000000,29,35,6/1/2019,localGovernment,281,5,2,1
5353,"SKILL ACQUISITION AND VOCATIONAL TRAINING ON HOUSE HOLD DOMESTIC PRODUCTS FOR YOUTHS AND WOMEN EMPOWERMENT IN ENUGU NORTH AND SOUTH FEDERAL CONSTITUENCY,ENUGU STATE",63000000,23,229,2017-01-01,localGovernment,254,5,2,1
5354,"SUPPLY OF TRICYCLES TO NASARAWA
SOUTH SENATORIAL DISTRICT, NASARAWA STATE.",40000000,29,35,1/1/2018,localGovernment,791,5,2,1
5355,"CONSTRUCTION OF SKILL DEVELOPMENT CENTRE AT EYO ABASI VILLAGE IN ORON LGA, AUTO MECHANIC WORKSHOP, CABINET MAKING/CARPENTRY WORKSHOP; ELECTRONIC REPAIR SHOP, DEEP SEA WELDING WORKSHOP; ELECTRICAL ENGINEERING WORKSHOP; AND PAINT MAKING PLANT IN AKWA IBOM SOUTH SENATORIAL DISTRICT, AKWA IBOM STATE",172222000,4,75,,localGovernment,64,1,2,1
5356,"PROCUREMENT OF MOTORCYCLES AT TAKALI/SUMAILA, KANO STATE",18000000,3,2,2016-01-01,localGovernment,391,1,2,1
5357,"SUPPLY OF EMPOWERMENT ITEMS IN
LOKOJA / KOTOKARFE, FED. CONST. KOGI STATE.",30000000,13,180,6/1/2019,localGovernment,465,5,2,1
5358,YOUTH EMPOWERMENT AND EXPORT SKILLS ACQUISITION PROGRAM (YEESAP) IN MANI LGA KATSINA STATE,10000000,27,163,1/1/2018,localGovernment,424,5,2,1
5359,"CONSTRUCTION OF A COTTAGE HOSPITAL AT IHIE, UGWUNAGBO LOCAL GOVERNMENT AREA OF ABIA STATE.",30000000,23,267,2019-06-01,localGovernment,13,5,2,1
5360,PROVISION OF MOTORIZED BOREHOLES WITH GENERATOR IN UKWAJA-IDAH IDAH/IGALAMAELA-ODOLU/OFU/IBAJI FEDERAL CONSTITUENCY KOGI STATE,13000000,28,240,6/1/2019,localGovernment,456,5,2,1
5361,"SUPPLY OF FERTILIZER/FARM IMPLEMENTS TO
FARMERS IN SOKOTO NORTH SENATORIAL DISTRICT.",40000000,29,35,1/1/2018,localGovernment,799,5,2,1
5362,"PURCHASE AND SUPPLY OF 1 (ONE) HILUX VAN TO EGOR/IKPOBA-OKHA FEDERAL CONSTITUENCY, EDO STATE",10000000,29,35,2017-01-01,localGovernment,224,1,2,1
5363,"SUPPLY OF EMPOWERMENT MATERIALS- GRAIN GRINDING MACHINES IN BORNO SOUTH SENATORIAL DISTRICT, BORNO STATE.",42000000,30,241,1/1/2018,localGovernment,774,5,2,1
5364,"CONSTRUCTION OF 30 NO. HAND PUMP BOREHOLES IN NASARAWA/TOTO FEDERAL CONSTITUENCY, NASARAWA STATE",28000000,29,244,2017-01-01,localGovernment,521,5,2,1
5365,"14 HAND PUMPS BOREHOLES IN KUSADA LOCAL GOVERNMENT, KATSINA STATE",21000000,29,244,2016-01-01,localGovernment,421,6,2,1
5366,"STRATEGIC EMPOWERMENT PROGRAMME AT IKEJA FEDERAL CONSTITUENCY, LAGOS STATE.",30000000,5,331,2017-01-01,localGovernment,500,5,2,1
5367,"SKILL ACQUISITION PROGRAMME ON DOMESTIC PRODUCTS.EZZA SOUTH/IKWO FEDERAL CONSTITUENCY, EBONYI STATE",45000000,23,229,2017-01-01,localGovernment,209,1,2,1
5368,"SUPPLY OF 8 NOS. OF 500KVA TRANSFOMERS IN 4 LGAs OF UMUAHIA NORTH, UMUAHIA SOUTH, IKWUANO AND ISIALA NGWA SOUTH LGA OF  ABIA CENTRAL  (TWO EACH TO THE FOUR LGAs IN ABIA CENTRAL SENATORIAL DISTRICT) ABIA STATE.",40000000,18,45,,localGovernment,1,1,2,1
5369,"EROSION CONTROL & DRAINAGE IN
DAURA, MAIADUA AND SANDAMU FED CONSTITUENCY, KATSINA STATE",35000000,29,244,1/1/2018,localGovernment,408,5,2,1
5370,"SUPPLY AND INSTALLATION OF COMPLETE HATCHERY TO DEMONSTRATION POULTRY FARM IN DK/WARAWA FEDERAL CONSTITUENCY,
KANO STATE.",50000000,5,1,6/1/2019,localGovernment,397,5,2,1
5371,"PROVISION OF SUMEC OK FIRMAU 3,000 GENERATORS TO GWALE FED CONST KANO STATE",2000000,3,122,2017-01-01,localGovernment,372,5,2,1
5372,"SUPPLY AND INSTALLATION OF TRANSFORMERS IN UMERUM AND ANAKU COMMUNITIES IN AYAMELUEM LGA FEDERAL CONSTITUENCY, ANAMBRA STATE.",42000000,23,267,1/1/2018,localGovernment,77,5,2,1
5373,CONSTRUCTION OF BOX CULVERT AND DRAINAGE ALONG EFU KENCHI IN AREWA YAMA WARD OF LAPAI IN NIGER STATE,15000000,28,311,2017-01-01,localGovernment,534,5,2,1
5374,"SUPPLY OF EMPOWERMENT EQUIPTMENT(TRICYCLES,GENERATORS,GRIN DING MACHINES, IN OSHODI/ ISOLO II,
LAGOS STATE",54600000,3,2,1/1/2018,localGovernment,790,5,2,1
5375,"HIV/ AIDS AWARENESS CAMPAIGN AND HCT/FREE MEDICAL MISSION AT KONSHISHA /VANDEIKYA FEDERAL CONSTITUENCY, BENUE STATE.",50000000,29,194,2016-01-01,localGovernment,128,1,2,1
5376,"CONSTRUCTION OF CASSAVA PROCESSING FACILITY MBUTU, ABOH MBAISE, IMO STATE",20000000,20,281,2015-01-01,localGovernment,279,1,2,1
5377,"SUPPLY OF EMPOWERMENT MATERIALS TO OHAFIA LGA, IN AROCHUKWU/OHAFIA FEDERAL CONSTITUENCY, ABIA STATE.",35000000,29,244,01/01/2018,localGovernment,3,5,2,1
5378,"CONSTRUCTION/FENCING WITH GATE AT UMUOKIRIKA EKWEREZU MBAISE IN IMO EAST SENATORIAL DISTRICT, IMO STATE",20000000,28,232,2017-01-01,localGovernment,280,1,2,1
5379,PROVISION OF 17 NOS NISA QUERTE WALKING TRACTORS IN ZANGO/BAURE LGA KATSINA STATE,35000000,29,244,2015-01-01,localGovernment,432,1,2,1
5380,"CONSTRUCTION/REHABILITATION OF CLASSROOM BLOCKS TO UBEC STATNDARD AT OHOSU COMMUNITY, UGBOGUI WARD, OVIA SOUTH WEST LGA, EDO SOUTH SENATORIAL DISTRICT, EDO STATE",12000000,20,281,2016-01-01,localGovernment,221,5,2,1
5381,"FINANCIAL GRANT TO WIDOWS, MARKET WOMEN AND YOUTHS IN EHIME MBANO, IHITTE UBOMA AND OBOWO LGA, IMO
STATE.",103000000,3,2,1/1/2018,localGovernment,294,5,2,1
5382,"ECONOMIC EMPOWERMENT AND POVERTY ALLEVIATION (WARD F1, F2 & F3) IN SURULERE I FEDERAL CONSTITUENCY, LAGOS STATE",150000000,3,122,2015-01-01,localGovernment,509,1,2,1
5383,"REHABILITATION OF BLOCK OF 6 CLASSROOMS AT EZETURO PRIMARY SCHOOL, EDHERIE, ISOKO FEDERAL CONSTITUENCY, DELTA STATE",10000000,10,237,2015-01-01,localGovernment,194,1,2,1
5384,"SUPPORT FOR THE DEVELOPMENT OF COMPLETE VALUE CHAIN IN CASSAVA FARMING IN UDENU/IGBO-EZE NORTH FEDERAL CONSTITUENCY, ENUGU STATE",70000000,5,308,2017-01-01,localGovernment,1,5,2,1
5385,"COMPLETION OF PRIMARY HEALTHCARE CENTER WITH FACILITIES AT RIRUWAI KANO STATE, DOGUWA/TUDUN WADA KANO STATE",20000000,4,101,2017-01-01,localGovernment,364,1,2,1
5386,"SUPPLY OF FOOD ITEMS IN
MBAITOLI/IKEDURU LGA, IMO STATE.",6000000,3,2,1/1/2018,localGovernment,286,5,2,1
5387,"SUPPLY OF MOTORCYCLES IN OYI / AYAMELUM FEDERAL CONSTITUENCY OF
ANAMBRA STATE.",40000000,16,266,1/1/2018,localGovernment,77,5,2,1
5388,"REHABILITATION OF SOLAR STREET LIGHTS ACROSS COMMUNITIES IN THE THREE LGAS IN YAGBA EAST,YAGBA WEST & MOPAMURO) FEDERAL CONSTITUENCY KOGI STATE.",15500000,28,250,6/1/2019,localGovernment,473,5,2,1
5389,SUPPLY OF SEWING MACHINES AND INDUSTRIAL CLOTH WEAVING MACHIENS IN AYAMELUM/OYI FEDERAL COSNTITUENCY OF ANAMBRA STATE,50000000,3,122,2015-01-01,localGovernment,77,1,2,1
5390,"CONSTRUCTION OF DRAINAGES & FLOOD CONTROL IN ABA NORTH/SOUTH FEDERAL CONSTITUENCY, ABIA STATE",15000000,29,244,01/01/2018,localGovernment,1,5,2,1
5391,"GRANT TO POULTRY FARMERS IN EDO NORTH SENATORIAL DISTRICT, EDO STATE",100000000,5,293,01/06/2019,localGovernment,778,5,2,1
5392,"SENSITIZATION PROGRAMME ON THE LEGAL IMPLICATION OF UNLAWFUL DEALINGS IN PSYCHOTROPIC SUBSTANCE FOR THE PEOPLE OF AKWA IBOM SOUTH SENATORIAL DISTRICT, AKWA IBOM STATE.",40000000,4,218,2018-01-01,localGovernment,769,5,2,1
5393,SUPPLY OF YOUTH EMPOWERMENT/ TEACHING AIDS MATERIALS FOR WUDIL/GARKO FED.CONST. KANO STATE,20000000,28,236,2016-01-01,localGovernment,367,1,2,1
5394,"PROVISION OF SOLAR STREET LIGHT IN OGBARU FEDERAL CONSTITUENCY, ANAMBRA STATE",36000000,23,229,2017-01-01,localGovernment,86,1,2,1
5395,"CONSTRUCTION AND FENCING OF KOROKORO TOWN HALL AND INSTALLATION OF SOLAR STREET LIGHTS ON PALACE ROAD IN KOROKORO, TIA LGA, RIVERS SOUTH EAST SENATORIAL DISTRICT, RIVERS STATE.",50000000,18,45,2017-01-01,localGovernment,689,5,2,1
5396,"STRATEGIC EMPOWERMENT AND VOCATIONAL SKILLS FOR YOUTH AND WOMEN IN APAPA FEDERAL CONSTITUENCY, LAGOS STATE.",14666666,23,229,2017-01-01,localGovernment,494,5,2,1
5397,PROVISION OF BOREHOLES (HAND PUMPS) TO GWALE FED CONST KANO STATE,10000000,28,236,2017-01-01,localGovernment,372,5,2,1
5398,"PROVISION OF SOLAR POWER IN OYE EKITI, EKITI NORTH SENATORIAL DISTRICT, EKITI STATE.",10000000,23,247,2018-01-01,localGovernment,779,5,2,1
5399,"SENSITIZATION AND STRATEGIC EMPOWERMENT ON ON THE RIGHTS OF PEOPLE LIVING WITH HIV/AIDS IN ETSAKO EAST LGA, EDO NORTH SENATORIAL DISTRICT, EDO STATE.",130000000,16,358,2017-01-01,localGovernment,234,1,2,1
5400,"CONSTRUCTION OF MOTORIZED WATER BOREHOLE WITH OVERHEAD TANK AT CENTRAL SCHOOL, UGBENE-AJIMA, UZO- UWANI LGA, ENUGU STATE",10000000,28,232,2016-01-01,localGovernment,263,6,2,1
5401,"VOCATIONAL TRAINING/SKILL ACQUISITION & EMPOWERMENT IN ABA NORTH/SOUTH FEDERAL CONSTITUENCY, ABIA STATE",70000000,29,35,2017-01-01,localGovernment,1,1,2,1
5402,"SUPPLY OF EDUCATIONAL MATERIALS IN DANBATTA/MAKODA FED
CONSTITUENCY, KANO STATE",7500000,29,254,6/1/2019,localGovernment,383,5,2,1
5403,"COMMUNITY TOWN HALL OKPANKU, ANINRI LGA, ENUGU STATE",14000000,28,232,2016-01-01,localGovernment,265,2,2,1
5404,"CONSTRUCTION OF OPEN MARKET STORES  IN ALL 10 LGAs: IKOT EKPENE; ESSIEN UDIM; OBOT AKARA; ABAK; ETIM EKPO; IKA; UKANAFUN; ORUK ANAM; IKONO; AND INI LGAs IN  AKWA IBOM NORTH-WEST SENATORIAL DISTRICT @ N5M EACH, AKWA IBOM STATE.",60000000,29,35,,localGovernment,50,1,2,1
5405,"TRAINING AND EMPOWERMENT OF 100 YOUTHS AND WOMEN IN ANIMAL HUSBANDARY IN YOBE SOUTH SENATORIAL DISTRICT, YOBE STATE.",70000000,5,1,1/1/2018,localGovernment,801,5,2,1
5406,"PROVISION OF SCIENCE EQUIPEMT TO SELECTED SECONDARY SCHOOLS IN OBUDU, OBANLIKU, BEKWARA, OGOJA AND YALA LGAs IN CROSS RIVER NORTH SENATORIAL DISTRICT. CROSS RIVER STATE",60000000,10,237,2016-01-01,localGovernment,181,1,2,1
5407,"DEVELOPMENT PROJECT FOR SCHOOL OF REMIDIAL AND BASIC STUDIES FUNTUA, AHMADU BELLO UNIVERSITY, ZARIA, KADUNA STATE.",10000000,10,355,2017-01-01,localGovernment,784,5,2,1
5408,"SUPPLY OF 9,000 BRANDED SCHOOL BAGS WITH MATHEMATICAL SETS FOR SECONDARY SCHOOL CHILDREN IN IJEBU- NORTH/IJEBU-EAST/OGUN WATERSIDE FEDERAL CONSTITUENCY, OGUN STATE",45000000,29,244,2018-01-01,localGovernment,556,5,2,1
5409,"SUPPLIES OF MOTORCYCLES, SEWING MACHINES, HAIR DRESSING DRIERS, GENERATIING SETS, AND CLIPPERS AND OTHER EMPOWERMENT MATERIALS FOR ONDO SOUTH SENATORIAL DISTRICT, ONDO STATE.",,26,27,2015-01-01,localGovernment,794,1,2,1
5410,"CONSTRUCTION OF BOREHOLE/SUPPLY OF WATER RESOURCES SYSTEM IN ABADAM LGA IN BORNO NORTH SENATORIAL DISTRICT, BORNO STATE.",20000000,28,238,2017-01-01,localGovernment,142,1,2,1
5411,"OMODADA (ASANIL ISLAM) FLOODING AND EROSION CONTROL PROJECT IN AJIKOBI STREET, ILORIN CENTRAL, KWARA CENTRAL SENATORIAL DISTRICT, KWARA STATE",100000000,11,264,2017-01-01,localGovernment,789,5,2,1
5412,"VOCATIONAL TRAINING/EMPOWERMENT OF 10 AUTO-MECHANICS, 10 AUTO-SPRAYING OPERATORS, 10 AUTO-ELECTRICIANS, 10 WHEEL BALANCING OPERATORS & WELDING FABRICATION WORK FORN EGOR/IKPOBA-OKHA FEDERAL CONSTITUENCY, EDO STATE",25000000,3,2,2017-01-01,localGovernment,224,1,2,1
5413,"COMPLETION OF EROSION CONTROL
PROJECT AT UMUHU OWELLI, AWGU LGA, ENUGU STATE..",40000000,29,244,6/1/2019,localGovernment,256,2,2,1
5414,"COMPLETION OF CONSTRUCTION OF OTTA CIVIL CENTRE IN ADO-ODO-OTA LGA, OGUN WEST SENATORIAL DISTRICT, OGUN STATE.",70000000,29,254,2017-01-01,localGovernment,550,5,2,1
5415,"SUPPLY OF 80 Nos MOTORCYCLE IN
IFELODUN/ BORIPE /ODE-OTIN FEDERAL CONSTITUENCY OSUN STATE.",10851852,29,244,1/1/2018,localGovernment,612,5,2,1
5416,"SUPPLY OF KASEA MOTORCYCLES BINJI
LOCAL GOVERNMENT, SOKOTO STATE",77922000,29,35,1/1/2018,localGovernment,690,5,2,1
5417,"PROCUREMENT OF SEWING MACHINES FOR OSUN WEST SENATORIAL DISTRICT, OSUN STATE.",30000000,3,122,2015-01-01,localGovernment,795,1,2,1
5418,"CONSTRUCTION OF SOLAR POWERED BOREHOLE WITH OVERHEAD TANK AND LIMITED RETICULATION AT YANDAKI WARD, KAITA LGA, KATSINA CENTRAL SENATORIAL DISTRICT, KATSINA STATE",19000000,28,284,2016-01-01,localGovernment,416,6,2,1
5419,"CONSTRUCTION OF SOLAR POWERED BOREHOLE AT BAKORI/DANJA, KATSINA STATE",15000000,23,192,2016-01-01,localGovernment,399,6,2,1
5420,"CONSTRUCTION OF 1 BLOCK OF TWO (2) CLASSROOMS AND TOILET AT IDEMILI SOUTH LOCAL GOVT., ANAMBRA STATE",11000000,10,237,2016-01-01,localGovernment,81,6,2,1
5421,"REACTIVATION OF WOMEN DEVELOPMENT CENTERS AND GENDER VOCATIONAL/ICT TRAINING FOR WOMEN AT EBONYI SOUTH SENATORIAL DISTRICT,EBONYI STATE",10000000,26,27,2016-01-01,localGovernment,219,5,2,1
5422,RURAL ELECTRIFICATION OF UMUCHIEZE COMMUNITIES IN UMUNNEOCHI LGA,10000000,22,248,2015-01-01,localGovernment,18,1,2,1
5423,"SUPPORT/ASSISTANCE AND EMPOWERMENT OF RETURNED INTERNAL DISPLACED PERSONS (IDPS) IN MICHIKA/MADAGALI FEDERAL CONSTITUENCY, ADAMAWA STATE.",36000000,29,35,2016-01-01,localGovernment,31,1,2,1
5424,"FLOOD EROSION CONTROL IN ORUK ANAM LGA IN AKWA IBOM NORTH WEST SENATORIAL DISTRICT, AKWA IBOM STATE",235000000,28,231,,localGovernment,40,1,2,1
5425,"COMPLETION OF THE CONSTRUCTION, FURNISHING AND EQUIPPING OF MODEL PRIMARY HEALTH CARE CENTRE AT IBADAN NORTH LGA",28000000,4,329,2015-01-01,localGovernment,624,1,2,1
5426,"PROVISION OF WATER RESOURCES, ROADS AND ELECTRICITY INFRASTRUCTURE AS WELL AS EMPOWERMENT ITEMS FOR THE PEOPLE OF KANO NORTH SENATORIAL DISTRICT, KANO STATE",190000000,28,236,2017-01-01,localGovernment,785,1,2,1
5427,"EMPOWERMENT FOR WOMEN AND YOUTHS: TRICYCLES, MOTORBIKES, GRINDING MACHINES, SEWING MACHINES AT MAKURDI/GUMA FEDERAL CONSTITUENCY, BENUE STATE",50000000,3,2,2016-01-01,localGovernment,131,1,2,1
5428,HEALTH CARE ENLIGHTENMENT PROGRAMME FOR SELECT YOUTH OF OHAJI/EGBEMA/OGUTA/ORU WEST FEDERAL CONSTITUENCY OF IMO STATE.,25000000,4,1,01/06/2019,localGovernment,296,5,2,1
5429,"AROSON TOWN HALL, AROCHUKWU LGA, IN AROCHUKWU/OHAFIA FEDERAL CONSTITUENCY, ABIA STATE",10000000,29,244,2019-06-01,localGovernment,10,5,2,1
5430,BUILDING OF CIVIC CENTRE AT IRELE IN IRELE LGA,30000000,27,288,2015-01-01,localGovernment,581,1,2,1
5431,"#Doyouknow? 


#ConstituencyProjects in the year 2016 appropriation wa cashbacked by 80%, A grand total of N80 Billion was released to the MDAs by Federal Government for implementation of developmental projects across the 360 federal Constituencies and 109 senatorial districts in Nigeria?


Are you aware of any ongoing or completed project in your local community? If you don't know, you deserve to know, it's your right to know, Federal Governemnt has releasd fund for these projects and it's your",40000000,3,122,2015-01-01,localGovernment,86,1,2,1
5432,"CONSTRUCTION OF DOUBLE BOX CULVERT AT MAKERA, SHENDAM LGA, PLATEAU STATE",8000000,28,240,2017-01-01,localGovernment,665,1,2,1
5433,"FREE MEDICAL OUTREACH AND AWARENESS
CAMPAIGN IN KONSHISHA FED. CONST. BENUE STATE",40000000,29,194,2/3/2018,localGovernment,128,5,2,1
5434,"PROVISION OF SEWING MACHINES AND GRINDING PEPPER MACHINES IN KAGA / GUBIO /MAGUMERI FEDERAL
CONSTITUENCY, BORNO STATE.",13000000,29,244,1/1/2018,localGovernment,155,5,2,1
5435,"CONSTRUCTION OF TWO (2) CLASSROOMS AND TOILET AT KURIGA TOWN KURIGA WARD, CHIKUN LGA, KADUNA STATE",6416667,10,237,2016-01-01,localGovernment,332,6,2,1
5436,"YOUTH EMPOWERMENT PROGRAMME IN RINI/CHARANCHI/BATAGARAWA FEDERAL CONSTITUENCY, KATSINA STATE.",85000000,3,122,2016-01-01,localGovernment,428,6,2,1
5437,"PROVISION OF 500KVA TRANSFOMER IN OLAMBORA  LGA: IN THE FOLLOWING VILLAGES: OKPO, EJENIM AND ACH IN OLAMABORO LGA: BAGANA AND OLA IN OMALA LGA: ICHALA AND IDOMA IN IDAH LGA:  SHARIA, MOZU IN BASSA LGA: ABOCHO AND OGANE-ENUGU IN DEKINA LGA, IN KOGI EAST SENATORIAL DISTRICT, KOGI STATE. @ N6,800,000 EACH.",50400000,22,248,2015-01-01,localGovernment,458,1,2,1
5438,"CONSTRUCTION AND REHABILITATION OF
ROAD ( WITH DRAINAGE) IN OKPOKO, OGBARU LGA, ANAMBRA STATE",150000000,23,252,1/1/2018,localGovernment,86,5,2,1
5439,"SUPPLY OF MEDICAL EQUIPMENT FOR KARIM-LAMIDO LGA IN TARABA NORTH SENATORIAL DISTRICT, TARABA STATE.",18193000,35,316,2017-01-01,localGovernment,720,1,2,1
5440,"REHABILITATION/ RENOVATION OF SCHOOLS AT OKIJA, ANAMBRA STATE",30000000,10,173,01/01/2017,localGovernment,804,1,3,1
5441,"ONU AGBANA-OBUNAGU AMAGU MPU EROSION CONTROL PROJECT, ANINRI LGA, ENUGU STATE.",15000000,28,232,2017-01-01,localGovernment,265,1,2,1
